term,status,repo,branch,commit,path,line_no,role,raw_url,context
guard,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,354,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,no source merge guard
no,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,355,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,no overinterpretation guard
overinterpretation,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,355,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,no overinterpretation guard
guard,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,355,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,no overinterpretation guard
no,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,356,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,no final judgment guard
final,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,356,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,no final judgment guard
judgment,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,356,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,no final judgment guard
guard,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,356,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,no final judgment guard
Y_Branch,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,357,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Y_Branch source status guard
source,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,357,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Y_Branch source status guard
status,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,357,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Y_Branch source status guard
guard,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,357,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Y_Branch source status guard
S.pin,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,358,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,S.pin literal-claim guard
literal-claim,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,358,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,S.pin literal-claim guard
guard,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,358,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,S.pin literal-claim guard
price,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,359,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,price not investment advice guard
not,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,359,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,price not investment advice guard
investment,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,359,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,price not investment advice guard
advice,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,359,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,price not investment advice guard
guard,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,359,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,price not investment advice guard
NASA,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,360,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,NASA fact vs structure guard
fact,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,360,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,NASA fact vs structure guard
vs,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,360,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,NASA fact vs structure guard
structure,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,360,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,NASA fact vs structure guard
guard,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,360,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,NASA fact vs structure guard
Gemini,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,361,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Gemini feedback not final authority guard
feedback,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,361,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Gemini feedback not final authority guard
not,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,361,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Gemini feedback not final authority guard
final,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,361,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Gemini feedback not final authority guard
authority,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,361,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Gemini feedback not final authority guard
guard,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,361,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Gemini feedback not final authority guard
reverse,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,362,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,reverse thinking observer guard
thinking,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,362,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,reverse thinking observer guard
observer,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,362,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,reverse thinking observer guard
guard,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,362,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,reverse thinking observer guard
12,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,367,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,## 12. Relation
Relation,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,367,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,## 12. Relation
relation,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,369,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,relation은 병합이 아니다.
은,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,369,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,relation은 병합이 아니다.
병합이,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,369,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,relation은 병합이 아니다.
아니다,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,369,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,relation은 병합이 아니다.
text,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,371,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,```text
relation,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,372,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,relation = boundary를 보존한 연결
boundary,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,372,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,relation = boundary를 보존한 연결
를,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,372,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,relation = boundary를 보존한 연결
보존한,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,372,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,relation = boundary를 보존한 연결
연결,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,372,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,relation = boundary를 보존한 연결
서로,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,375,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,서로 다른 field는 하나로 합치지 않는다. 필요할 때는 boundary-preserving matrix swap으로만 교차한다.
다른,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,375,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,서로 다른 field는 하나로 합치지 않는다. 필요할 때는 boundary-preserving matrix swap으로만 교차한다.
field,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,375,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,서로 다른 field는 하나로 합치지 않는다. 필요할 때는 boundary-preserving matrix swap으로만 교차한다.
는,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,375,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,서로 다른 field는 하나로 합치지 않는다. 필요할 때는 boundary-preserving matrix swap으로만 교차한다.
하나로,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,375,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,서로 다른 field는 하나로 합치지 않는다. 필요할 때는 boundary-preserving matrix swap으로만 교차한다.
합치지,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,375,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,서로 다른 field는 하나로 합치지 않는다. 필요할 때는 boundary-preserving matrix swap으로만 교차한다.
않는다,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,375,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,서로 다른 field는 하나로 합치지 않는다. 필요할 때는 boundary-preserving matrix swap으로만 교차한다.
필요할,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,375,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,서로 다른 field는 하나로 합치지 않는다. 필요할 때는 boundary-preserving matrix swap으로만 교차한다.
때는,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,375,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,서로 다른 field는 하나로 합치지 않는다. 필요할 때는 boundary-preserving matrix swap으로만 교차한다.
boundary-preserving,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,375,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,서로 다른 field는 하나로 합치지 않는다. 필요할 때는 boundary-preserving matrix swap으로만 교차한다.
matrix,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,375,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,서로 다른 field는 하나로 합치지 않는다. 필요할 때는 boundary-preserving matrix swap으로만 교차한다.
swap,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,375,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,서로 다른 field는 하나로 합치지 않는다. 필요할 때는 boundary-preserving matrix swap으로만 교차한다.
으로만,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,375,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,서로 다른 field는 하나로 합치지 않는다. 필요할 때는 boundary-preserving matrix swap으로만 교차한다.
교차한다,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,375,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,서로 다른 field는 하나로 합치지 않는다. 필요할 때는 boundary-preserving matrix swap으로만 교차한다.
text,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,377,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,```text
cross,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,378,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,cross = merge X / boundary-preserving matrix swap O
merge,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,378,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,cross = merge X / boundary-preserving matrix swap O
X,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,378,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,cross = merge X / boundary-preserving matrix swap O
boundary-preserving,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,378,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,cross = merge X / boundary-preserving matrix swap O
